Record_number,Ref,Study_number,Country,Region,City,Site_name,Lat,Long,K_ppen_CC,Vegetation,Species,Family,Growth_habit,Senesced_sample_method,MAT,TAP,Elevation,C_green_leaf,C_senesced_leaf,N_green_leaf,N_senesced_leaf,P_green_leaf,P_senesced_leaf,K_green_leaf,K_senesced_leaf,Ca_green_leaf,Ca_senesced_leaf,Mg_green_leaf,Mg_senesced_leaf,Spec_area_green_leaf,Spec_area_senesced_leaf,Area_green_leaf,Area_senesced_leaf,Mass_green_leaf,Mass_senesced_leaf,Leaf_loss,Leaf_shrink
577,Yuan & Chen (2009ab),80,Sweden,,,,68.4,18.2,D,,Betula nana ,Betulaceae,Tree (deciduous),Picked from the plant or recently fallen,-0.5,320,500,,,1.69,0.6,,,,,,,,,,,,,,,,
578,Yuan & Chen (2009ab),80,Sweden,,,,60.8,16.3,D,,Betula pubescens,Betulaceae,Tree (deciduous),Picked from the plant or recently fallen,3.8,720,64,,,1.74,0.77,0.18,0.11,,,,,,,,,,,,,,
579,Yuan & Chen (2009ab),80,Sweden,,,,60.8,16.5,D,,Betula pubescens,Betulaceae,Tree (deciduous),Picked from the plant or recently fallen,3.8,720,64,,,3.07,0.77,0.14,0.11,,,,,,,,,,,,,,
580,Yuan & Chen (2009ab),80,Sweden,,,,60.9,16.1,D,,Picea abies,Pinaceae,Conifers,Picked from the plant or recently fallen,3.4,775,64,,,0.85,0.42,,,,,,,,,,,,,,,,
581,Yuan & Chen (2009ab),80,Sweden,,,,60.8,16.5,D,,Pinus contorta,Pinaceae,Conifers,Picked from the plant or recently fallen,3.8,720,64,,,1.05,0.39,,,,,,,,,,,,,,,,
582,Yuan & Chen (2009ab),80,Sweden,,,,60.8,16.5,D,,Pinus contorta,Pinaceae,Conifers,Picked from the plant or recently fallen,2.4,720,64,,,1.05,0.39,,,,,,,,,,,,,,,,
583,Yuan & Chen (2009ab),80,Sweden,,,,60.8,16.5,D,,Pinus contorta ,Pinaceae,Conifers,Picked from the plant or recently fallen,3.8,609,64,,,1.05,0.39,,,,,,,,,,,,,,,,
584,Yuan & Chen (2009ab),80,Sweden,,,,60.5,13.4,D,,Pinus sylvestris,Pinaceae,Conifers,Picked from the plant or recently fallen,2.4,710,64,,,1.51,0.48,,,,,,,,,,,,,,,,
585,Yuan & Chen (2009ab),80,Sweden,,,,60.8,16.5,D,,Pinus sylvestris,Pinaceae,Conifers,Picked from the plant or recently fallen,3.8,609,64,,,1.51,0.48,,,,,,,,,,,,,,,,
586,Yuan & Chen (2009ab),80,Sweden,,Umea,,64.4,19.8,D,,Pinus sylvestris,Pinaceae,Conifers,Picked from the plant or recently fallen,1.2,595,103,,,0.99,0.5,,,,,,,,,,,,,,,,
587,Yuan & Chen (2009ab),80,Sweden,,,,68.4,18.2,D,,Vaccinium uliginosum ,Ericaceae,Tree (deciduous),Picked from the plant or recently fallen,-0.5,320,500,,,2.08,0.8,,,,,,,,,,,,,,,,
741,Yuan & Chen (2009ab),80,USA,NC,,,36,-79.8,C,,Acer rubrum,Sapindaceae,Tree (deciduous),Picked from the plant or recently fallen,15.5,1140,123,,,1.57,0.74,,,,,,,,,,,,,,,,
742,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Acer rubrum,Sapindaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.65,0.61,,,,,,,,,,,,,,,,
743,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Acer saccharum,Sapindaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.94,0.85,0.26,0.19,,,,,,,,,,,,,,
744,Yuan & Chen (2009ab),80,USA,NY,,Catskill Mountains,42.1,-74.3,D,,Acer saccharum,Sapindaceae,Tree (deciduous),Picked from the plant or recently fallen,4.3,1530,700,,,2.1,0.8,,,,,,,,,,,,,,,,
745,Yuan & Chen (2009ab),80,USA,VA,Parsons,Fernow Experimental Forest,39.1,-79.7,C,,Acer saccharum,Sapindaceae,Tree (deciduous),Picked from the plant or recently fallen,8.4,1158,500,,,2.35,0.54,,,,,,,,,,,,,,,,
746,Yuan & Chen (2009ab),80,USA,MN,Minneapolis,,45.2,-93.2,D,,Acer saccharum,Sapindaceae,Tree (deciduous),Picked from the plant or recently fallen,6,660,270,,,1.82,0.45,0.22,0.17,,,,,,,,,,,,,,
747,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Betula alleghaniensis,Betulaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.02,0.9,0.39,0.22,,,,,,,,,,,,,,
748,Yuan & Chen (2009ab),80,USA,NY,,Catskill Mountains,42.1,-74.3,D,,Betula alleghaniensis,Betulaceae,Tree (deciduous),Picked from the plant or recently fallen,4.3,1530,700,,,2.4,1.25,,,,,,,,,,,,,,,,
749,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Betula populifolia,Betulaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.34,1.12,0.24,0.17,,,,,,,,,,,,,,
750,Yuan & Chen (2009ab),80,USA,NM,Chihuahuan,,32.5,-106.8,B,,Brickellia laciniata,Asteraceae,Tree (deciduous),Picked from the plant or recently fallen,14.4,272,1000,,,2.3,0.81,0.21,0.1,,,,,,,,,,,,,,
751,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Castanea dentata,Fagaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.95,0.79,,,,,,,,,,,,,,,,
752,Yuan & Chen (2009ab),80,USA,NM,Chihuahuan,,32.5,-106.8,B,,Chilopsis linearis,Bignoniaceae,Tree (deciduous),Picked from the plant or recently fallen,14.4,272,1000,,,2.1,0.74,0.18,0.07,,,,,,,,,,,,,,
753,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Cornus alternifolia,Cornaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.52,0.65,0.23,0.12,,,,,,,,,,,,,,
754,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Fagus grandifolia,Fagaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.3,0.95,0.16,0.11,,,,,,,,,,,,,,
755,Yuan & Chen (2009ab),80,USA,NY,,Catskill Mountains,42.1,-74.3,D,,Fagus grandifolia,Fagaceae,Tree (deciduous),Picked from the plant or recently fallen,4.3,1530,700,,,2.3,1,,,,,,,,,,,,,,,,
756,Yuan & Chen (2009ab),80,USA,NM,Chihuahuan,,32.5,-106.8,B,,Fallugia paradoxa,Rosaceae,Tree (evergreen),Picked from the plant or recently fallen,14.4,272,1000,,,1.7,1.31,0.2,0.15,,,,,,,,,,,,,,
757,Yuan & Chen (2009ab),80,USA,NM,Chihuahuan,,32.5,-106.8,B,,Flourensia cernua,Asteraceae,Tree (deciduous),Picked from the plant or recently fallen,14.4,272,1000,,,2.7,1.22,0.26,0.13,,,,,,,,,,,,,,
758,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Fraxinus americana,Oleaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.25,1.1,0.28,0.17,,,,,,,,,,,,,,
759,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Hamamelis virginiana,Rubiaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.39,0.61,,,,,,,,,,,,,,,,
760,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Ilex verticillata,Aquifoliaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.09,1.55,,,,,,,,,,,,,,,,
761,Yuan & Chen (2009ab),80,USA,FL,Tampa Bay,,27.5,-82.4,C,,Laguncularia racemosa,Combretaceae,Tree (evergreen),Picked from the plant or recently fallen,18,2236,0,,,0.75,0.6,,,,,,,,,,,,,,,,
762,Yuan & Chen (2009ab),80,USA,FL,Tampa Bay,,27.5,-82.4,C,,Laguncularia racemosa,Combretaceae,Tree (evergreen),Picked from the plant or recently fallen,18,2236,0,,,1,0.65,,,,,,,,,,,,,,,,
763,Yuan & Chen (2009ab),80,USA,FL,Tampa Bay,,27.5,-82.4,C,,Laguncularia racemosa,Combretaceae,Tree (evergreen),Picked from the plant or recently fallen,18,2236,0,,,1.25,0.7,,,,,,,,,,,,,,,,
764,Yuan & Chen (2009ab),80,USA,VA,Parsons,Fernow Experimental Forest,39.1,-79.7,C,,Liriodendron tulipifera,Magnoliaceae,Tree (deciduous),Picked from the plant or recently fallen,8.4,1158,500,,,2.92,0.7,,,,,,,,,,,,,,,,
765,Yuan & Chen (2009ab),80,USA,HI,,,19.7,-155.8,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Picked from the plant or recently fallen,20,500,150,,,1.72,0.94,,,,,,,,,,,,,,,,
766,Yuan & Chen (2009ab),80,USA,HI,,,19.6,-155.8,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Picked from the plant or recently fallen,20,900,150,,,1.55,0.7,,,,,,,,,,,,,,,,
767,Yuan & Chen (2009ab),80,USA,HI,,,19.1,-155.8,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Picked from the plant or recently fallen,20,1500,150,,,1.08,0.68,,,,,,,,,,,,,,,,
768,Yuan & Chen (2009ab),80,USA,HI,,,19.3,-155.8,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Picked from the plant or recently fallen,20,2000,150,,,2.82,1.88,,,,,,,,,,,,,,,,
769,Yuan & Chen (2009ab),80,USA,HI,,,19.4,-155.8,A,,Metrosideros polymorpha,Myrtaceae,Tree (evergreen),Picked from the plant or recently fallen,20,5500,150,,,2.48,1.93,,,,,,,,,,,,,,,,
770,Yuan & Chen (2009ab),80,USA,HI,,,19.7,-155.1,A,,Miconia calvescens ,Melastomataceae,Tree (evergreen),Picked from the plant or recently fallen,23,2500,150,,,2.27,1.02,,,,,,,,,,,,,,,,
771,Yuan & Chen (2009ab),80,USA,NC,,,36,-79.8,C,,Pinus taeda,Pinaceae,Conifers,Picked from the plant or recently fallen,15.5,1140,120,,,1.14,0.49,,,,,,,,,,,,,,,,
772,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Populus grandidentata,Salicaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.19,0.94,,,,,,,,,,,,,,,,
773,Yuan & Chen (2009ab),80,USA,UT,Farmington,Wasatch Mountains,41,-111.9,D,,Populus tremuloides,Salicaceae,Tree (deciduous),Picked from the plant or recently fallen,2.6,1140,1300,,,2.36,0.44,0.17,0.05,1.03,0.43,1.21,1.86,0.25,0.1,,,,,,,,
774,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Populus tremuloides,Salicaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.15,1.16,0.2,0.12,,,,,,,,,,,,,,
775,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Prunus serotina,Rosaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.89,0.74,0.41,0.27,,,,,,,,,,,,,,
776,Yuan & Chen (2009ab),80,USA,VA,Parsons,Fernow Experimental Forest,39.1,-79.7,C,,Prunus serotina,Rosaceae,Tree (deciduous),Picked from the plant or recently fallen,8.4,1158,500,,,3.13,0.72,,,,,,,,,,,,,,,,
777,Yuan & Chen (2009ab),80,USA,MN,Minneapolis,,45.2,-93.2,D,,Quercus ellipsoidalis,Fagaceae,Tree (deciduous),Picked from the plant or recently fallen,6,660,270,,,2.53,0.99,,,,,,,,,,,,,,,,
778,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Quercus rubra,Fagaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,2.32,0.83,,,,,,,,,,,,,,,,
779,Yuan & Chen (2009ab),80,USA,NY,,Catskill Mountains,42.1,-74.3,D,,Quercus rubra,Fagaceae,Tree (deciduous),Picked from the plant or recently fallen,4.3,1530,700,,,2.4,1,,,,,,,,,,,,,,,,
780,Yuan & Chen (2009ab),80,USA,NM,Chihuahuan,,32.5,-106.8,B,,Rhus microphylla,Anacardiaceae,Tree (deciduous),Picked from the plant or recently fallen,14.4,272,1000,,,2.3,1.04,0.17,0.08,,,,,,,,,,,,,,
781,Yuan & Chen (2009ab),80,USA,NY,,Catskill Mountains,42.1,-74.3,D,,Tsuga canadensis,Pinaceae,Conifers,Picked from the plant or recently fallen,4.3,1530,700,,,1.3,0.8,,,,,,,,,,,,,,,,
782,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Vaccinium corymbosum,Ericaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.52,0.69,,,,,,,,,,,,,,,,
783,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Viburnum alnifolium,Caprifoliaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.73,0.81,,,,,,,,,,,,,,,,
784,Yuan & Chen (2009ab),80,USA,MA,Petersham,,42.5,-72.2,D,,Viburnum cassinoides,Caprifoliaceae,Tree (deciduous),Picked from the plant or recently fallen,9.3,1088,330,,,1.1,0.49,,,,,,,,,,,,,,,,
123,Yuan & Chen (2010),81,Canada,Ontario,Thunder Bay,7 years,49.5,-89.7,D,Boreal forest,Populus tremuloides,Salicaceae,Tree (deciduous),Recently fallen leaves,2.6,710,183,,,2,0.64,,,,,,,,,77.2,60.5,,,,,,
124,Yuan & Chen (2010),81,Canada,Ontario,Thunder Bay,25 years,49.5,-89.7,D,Boreal forest,Populus tremuloides,Salicaceae,Tree (deciduous),Recently fallen leaves,2.6,710,183,,,2.3,0.78,,,,,,,,,87.9,71.3,,,,,,
125,Yuan & Chen (2010),81,Canada,Ontario,Thunder Bay,85 years,49.5,-89.7,D,Boreal forest,Populus tremuloides,Salicaceae,Tree (deciduous),Recently fallen leaves,2.6,710,183,,,2.4,0.9,,,,,,,,,94.4,71.3,,,,,,
126,Yuan & Chen (2010),81,Canada,Ontario,Thunder Bay,139 years,49.5,-89.7,D,Boreal forest,Populus tremuloides,Salicaceae,Tree (deciduous),Recently fallen leaves,2.6,710,183,,,2.6,1.07,,,,,,,,,99.8,78.8,,,,,,
237,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Betula platyphylla,Betulaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.28,1.21,,,,,,,,,,,,,,,,
238,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Ulmus macrocarpa,Ulmaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.65,1.03,,,,,,,,,,,,,,,,
239,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Prunus armeniaca,Rosaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.21,1.26,,,,,,,,,,,,,,,,
240,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Prunus padus,Rosaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,1.95,1.03,,,,,,,,,,,,,,,,
241,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Malus baccata,Rosaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.09,1.23,,,,,,,,,,,,,,,,
242,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Salix flavida,Salicaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.65,1.08,,,,,,,,,,,,,,,,
243,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Salix microstachya,Salicaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.77,1.53,,,,,,,,,,,,,,,,
244,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Rosa xanthina,Rosaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.52,1.12,,,,,,,,,,,,,,,,
245,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Leymus chinensis,Poaceae,Graminoid,Picked from the plant,1.6,385,1200,,,2.16,1.15,,,,,,,,,,,,,,,,
246,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Stipa grandis,Poaceae,Graminoid,Picked from the plant,1.6,385,1200,,,1.96,0.99,,,,,,,,,,,,,,,,
247,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Stipa grandis,Poaceae,Graminoid,Picked from the plant,1.6,385,1200,,,1.84,1.07,,,,,,,,,,,,,,,,
248,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Agropyron cristatum,Poaceae,Graminoid,Picked from the plant,1.6,385,1200,,,1.68,1.04,,,,,,,,,,,,,,,,
249,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Carex korshinsky,Cyperaceae,Graminoid,Picked from the plant,1.6,385,1200,,,2.08,1.29,,,,,,,,,,,,,,,,
250,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Calamagrostis epigejos,Poaceae,Graminoid,Picked from the plant,1.6,385,1200,,,1.58,0.96,,,,,,,,,,,,,,,,
251,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Sanguisorba officinalis,Rosaceae,Forb,Picked from the plant,1.6,385,1200,,,2.92,0.82,,,,,,,,,,,,,,,,
252,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Sanguisorba officinalis,Rosaceae,Forb,Picked from the plant,1.6,385,1200,,,3.05,0.91,,,,,,,,,,,,,,,,
253,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Polygonum divaricatum,Polygonaceae,Forb,Picked from the plant,1.6,385,1200,,,3.44,0.82,,,,,,,,,,,,,,,,
254,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Potentilla tanacetifolia,Rosaceae,Forb,Picked from the plant,1.6,385,1200,,,3.06,0.8,,,,,,,,,,,,,,,,
255,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Artemisia frigida,Compositae,Forb,Picked from the plant,1.6,385,1200,,,2.11,1.18,,,,,,,,,,,,,,,,
256,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Artemisia sieversiana,Compositae,Forb,Picked from the plant,1.6,385,1200,,,3.01,1.5,,,,,,,,,,,,,,,,
257,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Artemisia scoparia,Compositae,Forb,Picked from the plant,1.6,385,1200,,,2.15,1.29,,,,,,,,,,,,,,,,
258,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Chenopodium album,Amaranthaceae,Forb,Picked from the plant,1.6,385,1200,,,3.79,1.91,,,,,,,,,,,,,,,,
259,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Thalictrum squarrosum,Ranunculaceae,Forb,Picked from the plant,1.6,385,1200,,,1.77,0.99,,,,,,,,,,,,,,,,
260,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Linum perenne,Linaceae,Forb,Picked from the plant,1.6,385,1200,,,3.19,1.74,,,,,,,,,,,,,,,,
261,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Helianthus annuus,Asteraceae,Forb,Picked from the plant,1.6,385,1200,,,3.16,1.87,,,,,,,,,,,,,,,,
262,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Lespedeza bicolor,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.15,1.49,,,,,,,,,,,,,,,,
263,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Lespedeza bicolor,N-fixer Fabaceae,Tree (deciduous),Picked from the plant,1.6,385,1200,,,2.83,1.94,,,,,,,,,,,,,,,,
264,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Hedysarum laeve,N-fixer Fabaceae,Forb,Picked from the plant,1.6,385,1200,,,2.66,1.02,,,,,,,,,,,,,,,,
265,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Vicia crocca,N-fixer Fabaceae,Forb,Picked from the plant,1.6,385,1200,,,2.53,1.5,,,,,,,,,,,,,,,,
266,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Vicia crocca,N-fixer Fabaceae,Forb,Picked from the plant,1.6,385,1200,,,2.76,1.84,,,,,,,,,,,,,,,,
267,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Thermopsis lanceolata,N-fixer Fabaceae,Forb,Picked from the plant,1.6,385,1200,,,3.5,1.57,,,,,,,,,,,,,,,,
268,Yuan et al. (2005),82,China,Duolun County,,,42.5,116.7,B,Steppe,Medicago ruthenica,N-fixer Fabaceae,Forb,Picked from the plant,1.6,385,1200,,,2.93,2.06,,,,,,,,,,,,,,,,
504,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Anthurium brownii,Araceae,Forb,Picked from the plant,27,2600,140,,,1.23,0.84,0.13,0.05,2.35,1.84,1.77,3.69,0.37,0.64,,,,,,,,
505,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Anthurium clavigerum,Araceae,Forb,Picked from the plant,27,2600,140,,,3.07,2.09,0.14,0.06,1.89,1.25,2.46,3.17,0.75,0.76,,,,,,,,
506,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Anthurium friedrichsthalii,Araceae,Forb,Picked from the plant,27,2600,140,,,1.3,0.77,0.13,0.06,3.2,2.53,3.94,4.14,0.75,0.76,,,,,,,,
507,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Anthurium scandens,Araceae,Forb,Picked from the plant,27,2600,140,,,0.75,0.55,0.05,0.03,1.51,0.53,2.18,1.9,0.94,0.75,,,,,,,,
508,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Clusia uvitana,Clusiaceae,Tree (evergreen),Picked from the plant,27,2600,140,,,0.76,0.67,0.04,0.03,1.17,1.07,3.92,3.47,0.58,0.52,,,,,,,,
509,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Aspasia principissa,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.46,0.84,0.07,0.03,2.07,1.93,1.9,2.01,0.11,0.07,,,,,,,,
510,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Catasetum viridiflavum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.08,0.67,0.06,0.01,1.74,1.14,2.07,1.67,0.63,0.48,,,,,,,,
511,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Caularthron bilamellatum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.27,0.78,0.06,0.01,2.91,1.69,1.52,0.71,0.32,0.21,,,,,,,,
512,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Dimerandra emarginata,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,0.94,0.43,0.09,0.03,1.83,0.68,1.95,1.85,0.19,0.17,,,,,,,,
513,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Encyclia chimborazoensis,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.34,0.71,0.06,0.02,1,0.17,1.02,1.19,0.23,0.27,,,,,,,,
514,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Epidendrum imatophyllum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.55,0.85,0.21,0.06,3.37,1.92,2.33,0.81,0.64,0.44,,,,,,,,
515,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Epidendrum nocturnum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.14,0.68,0.05,0.01,0.23,0.07,2.24,1.97,0.65,0.59,,,,,,,,
516,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Epidendrum rigidum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.13,0.68,0.05,0.01,0.26,0.18,2.64,1.55,0.94,0.88,,,,,,,,
517,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Gongora quinquenervis,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,2.58,1.34,0.31,0.08,3.44,0.77,1.3,3.43,0.61,0.79,,,,,,,,
518,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Maxillaria friedrichsthalii,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,0.98,0.65,0.05,0.02,0.74,0.61,1.08,0.98,0.25,0.26,,,,,,,,
519,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Oncidium ampliatum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.14,1.09,0.09,0.05,0.34,0.28,2.88,1.17,0.86,1.02,,,,,,,,
520,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Polystachia foliosa,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,2.08,1.05,0.1,0.04,2.09,1.39,2.07,2.71,0.52,0.52,,,,,,,,
521,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Sobralia suaveolens,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.34,1.16,0.08,0.05,1.17,1.07,1.45,0.84,0.13,0.16,,,,,,,,
522,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Trigonidium egertonianum,Orchidaceae,Forb,Picked from the plant,27,2600,140,,,1.24,0.73,0.09,0.02,0.83,0.13,0.55,1.01,0.17,0.3,,,,,,,,
523,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Peperomia macrostachya,Piperaceae,Forb,Picked from the plant,27,2600,140,,,1.12,0.87,0.23,0.06,4.3,3.96,3.01,4.03,0.54,0.91,,,,,,,,
524,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Cecropia peltata,Urticaceae,Tree (evergreen),Picked from the plant or recently fallen,27,2600,140,,,1.94,1.35,,,,,,,,,,,,,,,,
525,Zotz (2004),83,Panama,Barro Colorado Island,,,9.2,-79.9,A,Moist tropical lowland forest,Ficus benjamina ,Moraceae,Tree (evergreen),Picked from the plant or recently fallen,27,2600,140,,,1.34,0.92,,,,,,,,,,,,,,,,
348,Kazakou et al. (2007),84,France,Montpellier,"CEFE, CNRS",,44,3.9,C,,Arenaria serpyllifolia,Caryophyllaceae,Forb,Picked from the plant or recently fallen,14.5,659,60,,,1,0.42,0.42,0.2,,,,,,,44.1,,,,,,54.4,
349,Kazakou et al. (2007),84,France,Montpellier,"CEFE, CNRS",,44,3.9,C,,Bituminosa bituminosa,N-fixer Fabaceae,Forb,Picked from the plant or recently fallen,14.5,659,60,,,2.13,0.74,0.29,0.06,,,,,,,78.5,,,,,,25.4,
